"form_id","lexeme","cell","phon_form","orth_form","overabundance_tag","comment","source","POS"
"f3872","quitalhaa_3","real-t.pos.3.sg.dist","i t i t a ɬ ʔ a: t i m","i t i t a l h aa t i m",,,"Moser_Marlett_2010","verb"
"f3873","quitalhaa_3","real-t.pos.3.pl.neut","i t i t a ɬ ʔ a: xw","i t i t a l h aa jö","variant forms",,"Moser_Marlett_2010","verb"
"f3874","quitalhaa_3","real-t.pos.3.pl.neut","i t i t a ɬ ʔ a: x o x","i t i t a l h aa j o j","variant forms",,"Moser_Marlett_2010","verb"
"f3875","quitalhaa_3","real-t.pos.3.pl.mult","i t i t a ɬ ʔ a: ɬ k a","i t i t a l h aa l c a",,,"Moser_Marlett_2010","verb"
"f3876","quitalxiicom","real-t.pos.3.sg.neut","i t i t a ɬ χ i: k o m","i t i t a l x ii c o m",,,"Moser_Marlett_2010","verb"
"f3877","quitalxiicom","real-t.pos.3.sg.mult","i t i t a ɬ χ i: k o m x k","i t i t a l x ii c o m j c",,,"Moser_Marlett_2010","verb"
"f3878","quitalxiicom","real-t.pos.3.sg.dist","i t i t a ɬ χ i: k o m x k","i t i t a l x ii c o m j c",,,"Moser_Marlett_2010","verb"
"f3879","quitalxiicom","real-t.pos.3.pl.neut","i t i t a ɬ χ i: k o m x o x","i t i t a l x ii c o m j o j",,,"Moser_Marlett_2010","verb"
"f3880","quitalxiicom","real-t.pos.3.pl.mult","i t i t a ɬ χ i: k o m x o x","i t i t a l x ii c o m j o j",,,"Moser_Marlett_2010","verb"
"f3881","quiita","real-t.pos.3.sg.neut","i t i t a","i t i t a",,,"Moser_Marlett_2010","verb"
"f3882","quiita","real-t.pos.3.sg.mult","i t i t a","i t i t a",,,"Moser_Marlett_2010","verb"
"f3883","quiita","real-t.pos.3.sg.dist","i t i t a","i t i t a",,,"Moser_Marlett_2010","verb"
"f3884","quiita","real-t.pos.3.pl.neut","i t i t o x","i t i t o j",,,"Moser_Marlett_2010","verb"
"f3885","quiita","real-t.pos.3.pl.mult","i t i t o x","i t i t o j",,,"Moser_Marlett_2010","verb"
"f3886","quitcamáhaj","real-t.pos.3.sg.neut","i t i t k a m a ʔ a x","i t i t c a m a h a j",,,"Moser_Marlett_2010","verb"
"f3887","quitcamáhaj","real-t.pos.3.sg.mult","i t i t k a m a ʔ a ɬ k","i t i t c a m a h a l c",,,"Moser_Marlett_2010","verb"
"f3888","quitcamáhaj","real-t.pos.3.sg.dist","i t i t k a m a ʔ a ɬ k","i t i t c a m a h a l c",,,"Moser_Marlett_2010","verb"
"f3889","quitcamáhaj","real-t.pos.3.pl.neut","i t i t k a m a ʔ a ɬ k o x","i t i t c a m a h a l c o j","variant forms",,"Moser_Marlett_2010","verb"
"f3890","quitcamáhaj","real-t.pos.3.pl.neut","i t i t k a m a ʔ ʃ i ɬ","i t i t c a m a h z i l","variant forms",,"Moser_Marlett_2010","verb"
"f3891","quitcamáhaj","real-t.pos.3.pl.mult","i t i t k a m a ʔ a ɬ k o x","i t i t c a m a h a l c o j","variant forms",,"Moser_Marlett_2010","verb"
"f3892","quitcamáhaj","real-t.pos.3.pl.mult","i t i t k a m a ʔ ʃ i ɬ","i t i t c a m a h z i l","variant forms",,"Moser_Marlett_2010","verb"
"f3893","quiitcaz","real-t.pos.3.sg.neut","i t i t k a ʃ","i t i t c a z",,,"Moser_Marlett_2010","verb"
"f3894","quiitcaz","real-t.pos.3.sg.mult","i t i t k a ɬ","i t i t c a l",,,"Moser_Marlett_2010","verb"
"f3895","quiitcaz","real-t.pos.3.sg.dist","i t i t k a ɬ","i t i t c a l",,,"Moser_Marlett_2010","verb"
"f3896","quiitcaz","real-t.pos.3.pl.neut","i t i t k a ɬ k o x","i t i t c a l c o j",,,"Moser_Marlett_2010","verb"
"f3897","quiitcaz","real-t.pos.3.pl.mult","i t i t k a ɬ k o x","i t i t c a l c o j",,,"Moser_Marlett_2010","verb"
"f3898","quitcmajeem","real-t.pos.3.sg.neut","i t i t k m a x e: m","i t i t c m a j ee m",,,"Moser_Marlett_2010","verb"
"f3899","quitcmajeem","real-t.pos.3.sg.mult","i t i t k m a x e: m t a x","i t i t c m a j ee m t a j",,,"Moser_Marlett_2010","verb"
"f3900","quitcmajeem","real-t.pos.3.sg.dist","i t i t k m a x e: m t a x","i t i t c m a j ee m t a j",,,"Moser_Marlett_2010","verb"
"f3901","quitcmajeem","real-t.pos.3.pl.neut","i t i t k m a x e: m t o ɬ k a","i t i t c m a j ee m t o l c a",,,"Moser_Marlett_2010","verb"
"f3902","quitcmajeem","real-t.pos.3.pl.mult","i t i t k m a x e: m t o ɬ k a","i t i t c m a j ee m t o l c a",,,"Moser_Marlett_2010","verb"
"f3903","quiitla","real-t.pos.3.sg.neut","i t i t ɬ a","i t i t l a",,,"Moser_Marlett_2010","verb"
"f3904","quiitla","real-t.pos.3.sg.mult","i t i t i ɬ a","i t i t i l a",,,"Moser_Marlett_2010","verb"
"f3905","quiitla","real-t.pos.3.sg.dist","i t i t i ɬ a","i t i t i l a",,,"Moser_Marlett_2010","verb"
"f3906","quiitla","real-t.pos.3.pl.neut","i t i t ɬ o x","i t i t l o j",,,"Moser_Marlett_2010","verb"
"f3907","quiitla","real-t.pos.3.pl.mult","i t i t i ɬ a m","i t i t i l a m",,,"Moser_Marlett_2010","verb"
"f3908","quiitlim","real-t.pos.3.sg.neut","i t i t ɬ i m","i t i t l i m",,,"Moser_Marlett_2010","verb"
"f3909","quiitlim","real-t.pos.3.sg.mult","i t i t o ɬ i m","i t i t o l i m",,,"Moser_Marlett_2010","verb"
"f3910","quiitlim","real-t.pos.3.sg.dist","i t i t o ɬ i m","i t i t o l i m",,,"Moser_Marlett_2010","verb"
"f3911","quiitlim","real-t.pos.3.pl.neut","i t i t ɬ a m","i t i t l a m",,,"Moser_Marlett_2010","verb"
"f3912","quiitlim","real-t.pos.3.pl.mult","i t i t o ɬ a m","i t i t o l a m",,,"Moser_Marlett_2010","verb"
"f3913","quitmáhaj","real-t.pos.3.sg.neut","i t i t m a ʔ a x","i t i t m a h a j",,,"Moser_Marlett_2010","verb"
"f3914","quitmáhaj","real-t.pos.3.sg.mult","i t i t m a ʔ a ɬ k","i t i t m a h a l c",,,"Moser_Marlett_2010","verb"
"f3915","quitmáhaj","real-t.pos.3.sg.dist","i t i t m a ʔ a ɬ k","i t i t m a h a l c",,,"Moser_Marlett_2010","verb"
"f3916","quitmáhaj","real-t.pos.3.pl.neut","i t i t m a ʔ a ɬ k o x","i t i t m a h a l c o j",,,"Moser_Marlett_2010","verb"
"f3917","quitmáhaj","real-t.pos.3.pl.mult","i t i t m a ʔ a ɬ k o x","i t i t m a h a l c o j",,,"Moser_Marlett_2010","verb"
"f3918","†quit","real-t.pos.3.sg.neut","i t i t","i t i t",,,"Moser_Marlett_2010","verb"
"f3919","†quit","real-t.pos.3.sg.mult","i t i t t i m","i t i t t i m",,,"Moser_Marlett_2010","verb"
"f3920","†quit","real-t.pos.3.sg.dist","i t i t t i m","i t i t t i m",,,"Moser_Marlett_2010","verb"
"f3921","†quit","real-t.pos.3.pl.neut","i t i t x","i t i t j",,,"Moser_Marlett_2010","verb"
"f3922","†quit","real-t.pos.3.pl.mult","i t i t χ a m","i t i t x a m",,,"Moser_Marlett_2010","verb"
"f3923","quixaacat","real-t.pos.3.sg.neut","i t i χ a: k a t","i t i x aa c a t",,,"Moser_Marlett_2010","verb"
"f3924","quixaacat","real-t.pos.3.sg.mult","i t i χ a: k ɬ a","i t i x aa c l a",,,"Moser_Marlett_2010","verb"
"f3925","quixaacat","real-t.pos.3.sg.dist","i t i χ a: k ɬ a","i t i x aa c l a",,,"Moser_Marlett_2010","verb"
"f3926","quixaacat","real-t.pos.3.pl.neut","i t i χ a: k ɬ a","i t i x aa c l a",,,"Moser_Marlett_2010","verb"
"f3927","quixaacat","real-t.pos.3.pl.mult","i t i χ a: k ɬ a","i t i x aa c l a",,,"Moser_Marlett_2010","verb"
"f3928","quixiihat","real-t.pos.3.sg.neut","i t i χ i: ʔ a t","i t i x ii h a t",,,"Moser_Marlett_2010","verb"
"f3929","quixiihat","real-t.pos.3.sg.mult","i t i χ i: ʔ ɬ a","i t i x ii h l a",,,"Moser_Marlett_2010","verb"
"f3930","quixiihat","real-t.pos.3.sg.dist","i t i χ i: ʔ ɬ a","i t i x ii h l a",,,"Moser_Marlett_2010","verb"
"f3931","quixiihat","real-t.pos.3.pl.neut","i t i χ i: ʔ ɬ a","i t i x ii h l a",,,"Moser_Marlett_2010","verb"
"f3932","quixiihat","real-t.pos.3.pl.mult","i t i χ i: ʔ ɬ a","i t i x ii h l a",,,"Moser_Marlett_2010","verb"
"f3933","quixoj","real-t.pos.3.sg.neut","i t i χ o x","i t i x o j",,,"Moser_Marlett_2010","verb"
"f3934","quixoj","real-t.pos.3.sg.mult","i t i χ o x","i t i x o j",,,"Moser_Marlett_2010","verb"
"f3935","quixoj","real-t.pos.3.sg.dist","i t i χ o x","i t i x o j",,,"Moser_Marlett_2010","verb"
"f3936","quixoj","real-t.pos.3.pl.neut","i t i χ o x","i t i x o j",,,"Moser_Marlett_2010","verb"
"f3937","quixoj","real-t.pos.3.pl.mult","i t i χ o x","i t i x o j",,,"Moser_Marlett_2010","verb"
"f3938","quiixoz","real-t.pos.3.sg.neut","i t i χ o ʃ","i t i x o z",,,"Moser_Marlett_2010","verb"
"f3939","quiixoz","real-t.pos.3.sg.mult","i t i χ o ʃ i m","i t i x o z i m",,,"Moser_Marlett_2010","verb"
"f3940","quiixoz","real-t.pos.3.sg.dist","i t i χ o ʃ i m","i t i x o z i m",,,"Moser_Marlett_2010","verb"
"f3941","quiixoz","real-t.pos.3.pl.neut","i t i χ o x o x","i t i x o j o j",,,"Moser_Marlett_2010","verb"
"f3942","quiixoz","real-t.pos.3.pl.mult","i t i χ o x a m","i t i x o j a m",,,"Moser_Marlett_2010","verb"
"f3943","quixöp","real-t.pos.3.sg.neut","i t i χw p","i t i xö p",,,"Moser_Marlett_2010","verb"
"f3944","quixöp","real-t.pos.3.sg.mult","i t i χ o p i m","i t i x o p i m",,,"Moser_Marlett_2010","verb"
"f3945","quixöp","real-t.pos.3.sg.dist","i t i χ o p i m","i t i x o p i m",,,"Moser_Marlett_2010","verb"
"f3946","quixöp","real-t.pos.3.pl.neut","i t i χ o p o x","i t i x o p o j",,,"Moser_Marlett_2010","verb"
"f3947","quixöp","real-t.pos.3.pl.mult","i t i χ o p o ɬ k a","i t i x o p o l c a",,,"Moser_Marlett_2010","verb"
"f3948","quiixö","real-t.pos.3.sg.neut","i t i χw","i t i xö",,,"Moser_Marlett_2010","verb"
"f3949","quiixö","real-t.pos.3.sg.mult","i t i χw t i m","i t i xö t i m",,,"Moser_Marlett_2010","verb"
"f3950","quiixö","real-t.pos.3.sg.dist","i t i χw t i m","i t i xö t i m",,,"Moser_Marlett_2010","verb"
"f3951","quiixö","real-t.pos.3.pl.neut","i t i χw t a x","i t i xö t a j",,,"Moser_Marlett_2010","verb"
"f3952","quiixö","real-t.pos.3.pl.mult","i t i χw t a m","i t i xö t a m",,,"Moser_Marlett_2010","verb"
"f3953","quiyal","real-t.pos.3.sg.neut","i t i j a ɬ","i t i y a l",,,"Moser_Marlett_2010","verb"
"f3954","quiyal","real-t.pos.3.sg.mult","i t i j a ɬ i m","i t i y a l i m",,,"Moser_Marlett_2010","verb"
"f3955","quiyal","real-t.pos.3.sg.dist","i t i j a ɬ i m","i t i y a l i m",,,"Moser_Marlett_2010","verb"
"f3956","quiyal","real-t.pos.3.pl.neut","i t i j a ɬ a","i t i y a l a",,,"Moser_Marlett_2010","verb"
"f3957","quiyal","real-t.pos.3.pl.mult","i t i j a ɬ a","i t i y a l a",,,"Moser_Marlett_2010","verb"
"f3958","quizaacat","real-t.pos.3.sg.neut","i t i ʃ a: k a t","i t i z aa c a t",,,"Moser_Marlett_2010","verb"
"f3959","quizaacat","real-t.pos.3.sg.mult","i t i ʃ a: k ɬ a","i t i z aa c l a",,,"Moser_Marlett_2010","verb"
"f3960","quizaacat","real-t.pos.3.sg.dist","i t i ʃ a: k ɬ a","i t i z aa c l a",,,"Moser_Marlett_2010","verb"
"f3961","quizaacat","real-t.pos.3.pl.neut","i t i ʃ a: k ɬ a","i t i z aa c l a",,,"Moser_Marlett_2010","verb"
"f3962","quizaacat","real-t.pos.3.pl.mult","i t i ʃ a: k ɬ a","i t i z aa c l a",,,"Moser_Marlett_2010","verb"
"f3963","quizcapxla","real-t.pos.3.sg.neut","i t i ʃ k a p χ ɬ a","i t i z c a p x l a",,,"Moser_Marlett_2010","verb"
"f3964","quizcapxla","real-t.pos.3.sg.mult","i t i ʃ k a p χ ɬ a","i t i z c a p x l a",,,"Moser_Marlett_2010","verb"
"f3965","quizcapxla","real-t.pos.3.sg.dist","i t i ʃ k a p χ ɬ a","i t i z c a p x l a",,,"Moser_Marlett_2010","verb"
"f3966","quizcapxla","real-t.pos.3.pl.neut","i t i ʃ k a p χ ɬ o x","i t i z c a p x l o j",,,"Moser_Marlett_2010","verb"
"f3967","quizcapxla","real-t.pos.3.pl.mult","i t i ʃ k a p χ ɬ o x","i t i z c a p x l o j",,,"Moser_Marlett_2010","verb"
"f3968","quiizcaz","real-t.pos.3.sg.neut","i t i ʃ k a ʃ","i t i z c a z",,,"Moser_Marlett_2010","verb"
"f3969","quiizcaz","real-t.pos.3.sg.mult","i t i ʃ k a ɬ","i t i z c a l",,,"Moser_Marlett_2010","verb"
"f3970","quiizcaz","real-t.pos.3.sg.dist","i t i ʃ k a ɬ","i t i z c a l",,,"Moser_Marlett_2010","verb"
"f3971","quiizcaz","real-t.pos.3.pl.neut","i t i ʃ k a ɬ o x","i t i z c a l o j",,,"Moser_Marlett_2010","verb"
"f3972","quiizcaz","real-t.pos.3.pl.mult","i t i ʃ k a ɬ o x","i t i z c a l o j",,,"Moser_Marlett_2010","verb"
"f3973","quiizi","real-t.pos.3.sg.neut","i t i ʃ i","i t i z i",,,"Moser_Marlett_2010","verb"
"f3974","quiizi","real-t.pos.3.sg.mult","i t i ʃ i t i m","i t i z i t i m",,,"Moser_Marlett_2010","verb"
"f3975","quiizi","real-t.pos.3.sg.dist","i t i ʃ i t i m","i t i z i t i m",,,"Moser_Marlett_2010","verb"
"f3976","quiizi","real-t.pos.3.pl.neut","i t i ʃ i t o x","i t i z i t o j",,,"Moser_Marlett_2010","verb"
"f3977","quiizi","real-t.pos.3.pl.mult","i t i ʃ i t o ɬ k a","i t i z i t o l c a",,,"Moser_Marlett_2010","verb"
"f3978","quizmiit","real-t.pos.3.sg.neut","i t i ʃ m i: t","i t i z m ii t",,,"Moser_Marlett_2010","verb"
"f3979","quizmiit","real-t.pos.3.sg.mult","i t i ʃ m i: j a t","i t i z m ii y a t",,,"Moser_Marlett_2010","verb"
"f3980","quizmiit","real-t.pos.3.sg.dist","i t i ʃ m i: j a t","i t i z m ii y a t",,,"Moser_Marlett_2010","verb"
"f3981","quizmiit","real-t.pos.3.pl.neut","i t i ʃ m i: j a t","i t i z m ii y a t",,,"Moser_Marlett_2010","verb"
"f3982","quizmiit","real-t.pos.3.pl.mult","i t i ʃ m i: j a t","i t i z m ii y a t",,,"Moser_Marlett_2010","verb"
"f3983","quizoocat","real-t.pos.3.sg.neut","i t i ʃ o: k a t","i t i z oo c a t",,,"Moser_Marlett_2010","verb"
"f3984","quizoocat","real-t.pos.3.sg.mult","i t i ʃ o: k ɬ a","i t i z oo c l a",,,"Moser_Marlett_2010","verb"
"f3985","quizoocat","real-t.pos.3.sg.dist","i t i ʃ o: k ɬ a","i t i z oo c l a",,,"Moser_Marlett_2010","verb"
"f3986","quizoocat","real-t.pos.3.pl.neut","i t i ʃ o: k ɬ a","i t i z oo c l a",,,"Moser_Marlett_2010","verb"
"f3987","quizoocat","real-t.pos.3.pl.mult","i t i ʃ o: k ɬ a","i t i z oo c l a",,,"Moser_Marlett_2010","verb"
"f3988","quiztim","real-t.pos.3.sg.neut","i t i ʃ t i m","i t i z t i m",,,"Moser_Marlett_2010","verb"
"f3989","quiztim","real-t.pos.3.sg.mult","i t i ʃ i t i m","i t i z i t i m",,,"Moser_Marlett_2010","verb"
"f3990","quiztim","real-t.pos.3.sg.dist","i t i ʃ i t i m","i t i z i t i m",,,"Moser_Marlett_2010","verb"
"f3991","quiztim","real-t.pos.3.pl.neut","i t i ʃ i t a m","i t i z i t a m",,,"Moser_Marlett_2010","verb"
"f3992","quiztim","real-t.pos.3.pl.mult","i t i ʃ i t a m","i t i z i t a m",,,"Moser_Marlett_2010","verb"
"f3993","cjax","real-t.pos.3.sg.neut","i t x a χ","i t j a x",,,"Moser_Marlett_2010","verb"
"f3994","cjax","real-t.pos.3.sg.mult","i t x a χ t i m","i t j a x t i m",,,"Moser_Marlett_2010","verb"
"f3995","cjax","real-t.pos.3.sg.dist","i t x a χ t i m","i t j a x t i m",,,"Moser_Marlett_2010","verb"
"f3996","cjax","real-t.pos.3.pl.neut","i t x a χ t o x","i t j a x t o j",,,"Moser_Marlett_2010","verb"
"f3997","cjax","real-t.pos.3.pl.mult","i t x a χ a x a m","i t j a x a j a m",,,"Moser_Marlett_2010","verb"
"f3998","cjiit","real-t.pos.3.sg.neut","i t x i: t","i t j ii t",,,"Moser_Marlett_2010","verb"
"f3999","cjiit","real-t.pos.3.sg.mult","i t x e a: t i m","i t j e aa t i m",,,"Moser_Marlett_2010","verb"
"f4000","cjiit","real-t.pos.3.sg.dist","i t x e a: t i m","i t j e aa t i m",,,"Moser_Marlett_2010","verb"
"f4001","cjiit","real-t.pos.3.pl.neut","i t x k o: i ɬ","i t j c oo i l",,,"Moser_Marlett_2010","verb"
"f4002","cjiit","real-t.pos.3.pl.mult","i t x k o a: ɬ a m","i t j c o aa l a m",,,"Moser_Marlett_2010","verb"
"f4003","cmaanoj","real-t.pos.3.sg.neut","i t m a: n o x","i t m aa n o j",,,"Moser_Marlett_2010","verb"
"f4004","cmaanoj","real-t.pos.3.sg.mult","i t m a: n o ɬ i m","i t m aa n o l i m",,,"Moser_Marlett_2010","verb"
"f4005","cmaanoj","real-t.pos.3.sg.dist","i t m a: n o ɬ i m","i t m aa n o l i m",,,"Moser_Marlett_2010","verb"
"f4006","cmaanoj","real-t.pos.3.pl.neut","i t m a: n o ɬ","i t m aa n o l",,,"Moser_Marlett_2010","verb"
"f4007","cmaanoj","real-t.pos.3.pl.mult","i t m a: n o ɬ a m","i t m aa n o l a m",,,"Moser_Marlett_2010","verb"
"f4008","cmihzx","real-t.pos.3.sg.neut","i t m i ʔ ʃ χ","i t m i h z x",,,"Moser_Marlett_2010","verb"
"f4009","cmihzx","real-t.pos.3.sg.mult","i t m i ʔ k a χ","i t m i h c a x",,,"Moser_Marlett_2010","verb"
"f4010","cmihzx","real-t.pos.3.sg.dist","i t m i ʔ k a χ","i t m i h c a x",,,"Moser_Marlett_2010","verb"
"f4011","cmihzx","real-t.pos.3.pl.neut","i t m i ʔ k a x k","i t m i h c a j c",,,"Moser_Marlett_2010","verb"
"f4012","cmihzx","real-t.pos.3.pl.mult","i t m i ʔ k a χ ɬ k a","i t m i h c a x l c a","variant forms",,"Moser_Marlett_2010","verb"
"f4013","cmihzx","real-t.pos.3.pl.mult","i t m i ʔ ɬ a χ ɬ k a","i t m i h l a x l c a","variant forms",,"Moser_Marlett_2010","verb"
"f4014","cmiiit","real-t.pos.3.sg.neut","i t m i: i t","i t m ii i t",,"to check (3 consecutive vowel characters)","Moser_Marlett_2010","verb"
"f4015","cmiiit","real-t.pos.3.sg.mult","i t m i: i t i m","i t m ii i t i m",,"to check (3 consecutive vowel characters)","Moser_Marlett_2010","verb"
"f4016","cmiiit","real-t.pos.3.sg.dist","i t m i: i t i m","i t m ii i t i m",,"to check (3 consecutive vowel characters)","Moser_Marlett_2010","verb"
"f4017","cmiiit","real-t.pos.3.pl.neut","i t m i: i t o x","i t m ii i t o j",,"to check (3 consecutive vowel characters)","Moser_Marlett_2010","verb"
"f4018","cmiiit","real-t.pos.3.pl.mult","i t m i: i t o ɬ k a","i t m ii i t o l c a",,"to check (3 consecutive vowel characters)","Moser_Marlett_2010","verb"
"f4019","cmis","real-t.pos.3.sg.neut","i t m i s","i t m i s",,,"Moser_Marlett_2010","verb"
"f4020","cmis","real-t.pos.3.sg.mult","i t m i s t i m","i t m i s t i m",,,"Moser_Marlett_2010","verb"
"f4021","cmis","real-t.pos.3.sg.dist","i t m i s t i m","i t m i s t i m",,,"Moser_Marlett_2010","verb"
"f4022","cmis","real-t.pos.3.pl.neut","i t m i s t a x","i t m i s t a j",,,"Moser_Marlett_2010","verb"
"f4023","cmis","real-t.pos.3.pl.mult","i t m i s χ a m","i t m i s x a m",,,"Moser_Marlett_2010","verb"
"f4024","cmoozi","real-t.pos.3.sg.neut","i t m o: ʃ i","i t m oo z i",,,"Moser_Marlett_2010","verb"
"f4025","cmoozi","real-t.pos.3.sg.mult","i t m o: ʃ i t i m","i t m oo z i t i m",,,"Moser_Marlett_2010","verb"
"f4026","cmoozi","real-t.pos.3.sg.dist","i t m o: ʃ i t i m","i t m oo z i t i m",,,"Moser_Marlett_2010","verb"
"f4027","cmoozi","real-t.pos.3.pl.neut","i t m o: ʃ χ a m","i t m oo z x a m",,,"Moser_Marlett_2010","verb"
"f4028","cmoozi","real-t.pos.3.pl.mult","i t m o: ʃ χ a m","i t m oo z x a m",,,"Moser_Marlett_2010","verb"
"f4029","cnaaij","real-t.pos.3.sg.neut","i t n a: i x","i t n aa i j",,,"Moser_Marlett_2010","verb"
"f4030","cnaaij","real-t.pos.3.sg.mult","i t n a: i ɬ a","i t n aa i l a",,,"Moser_Marlett_2010","verb"
"f4031","cnaaij","real-t.pos.3.sg.dist","i t n a: i ɬ a","i t n aa i l a",,,"Moser_Marlett_2010","verb"
"f4032","cnaaij","real-t.pos.3.pl.neut","i t n a: i ʃ i ɬ","i t n aa i z i l",,,"Moser_Marlett_2010","verb"
"f4033","cnaaij","real-t.pos.3.pl.mult","i t n a: i ʃ i ɬ k a","i t n aa i z i l c a",,,"Moser_Marlett_2010","verb"
"f4034","cnaft","real-t.pos.3.sg.neut","i t n a f t","i t n a f t",,,"Moser_Marlett_2010","verb"
"f4035","cnaft","real-t.pos.3.sg.mult","i t n a f i t i m","i t n a f i t i m",,,"Moser_Marlett_2010","verb"
"f4036","cnaft","real-t.pos.3.sg.dist","i t n a f i t i m","i t n a f i t i m",,,"Moser_Marlett_2010","verb"
"f4037","cnaft","real-t.pos.3.pl.neut","i t n a f x o x","i t n a f j o j",,,"Moser_Marlett_2010","verb"
"f4038","cnaft","real-t.pos.3.pl.mult","i t n a f ɬ o ɬ k a","i t n a f l o l c a",,,"Moser_Marlett_2010","verb"
"f4039","cnaxz","real-t.pos.3.sg.neut","i t n a χ ʃ","i t n a x z",,,"Moser_Marlett_2010","verb"
"f4040","cnaxz","real-t.pos.3.sg.mult","i t n a χ k a","i t n a x c a",,,"Moser_Marlett_2010","verb"
"f4041","cnaxz","real-t.pos.3.sg.dist","i t n a χ k a","i t n a x c a",,,"Moser_Marlett_2010","verb"
"f4042","cnaxz","real-t.pos.3.pl.neut","i t n a χ k o x","i t n a x c o j",,,"Moser_Marlett_2010","verb"
"f4043","cnaxz","real-t.pos.3.pl.mult","i t n a χ k o x","i t n a x c o j",,,"Moser_Marlett_2010","verb"
"f4044","cnazquim","real-t.pos.3.sg.neut","i t n a ʃ k i m","i t n a z qu i m",,,"Moser_Marlett_2010","verb"
"f4045","cnazquim","real-t.pos.3.sg.mult","i t n a ʃ a x k a","i t n a z a j c a",,,"Moser_Marlett_2010","verb"
"f4046","cnazquim","real-t.pos.3.sg.dist","i t n a ʃ a x k a","i t n a z a j c a",,,"Moser_Marlett_2010","verb"
"f4047","cnazquim","real-t.pos.3.pl.neut","i t n a ʃ x o x","i t n a z j o j",,,"Moser_Marlett_2010","verb"
"f4048","cnazquim","real-t.pos.3.pl.mult","i t n a ʃ x o x","i t n a z j o j",,,"Moser_Marlett_2010","verb"
"f4049","†cneec","real-t.pos.3.sg.neut","i t n e: k","i t n ee c",,,"Moser_Marlett_2010","verb"
"f4050","†cneec","real-t.pos.3.sg.mult","i t n e: k","i t n ee c",,,"Moser_Marlett_2010","verb"
"f4051","†cneec","real-t.pos.3.sg.dist","i t n e: k","i t n ee c",,,"Moser_Marlett_2010","verb"
"f4052","†cneec","real-t.pos.3.pl.neut","i t n e: k χ a m","i t n ee c x a m",,,"Moser_Marlett_2010","verb"
"f4053","†cneec","real-t.pos.3.pl.mult","i t n e: k χ a m","i t n ee c x a m",,,"Moser_Marlett_2010","verb"
"f4054","cneefc","real-t.pos.3.sg.neut","i t n e: f k","i t n ee f c",,,"Moser_Marlett_2010","verb"
"f4055","cneefc","real-t.pos.3.sg.mult","i t n e: f e x k i m","i t n ee f e j qu i m",,,"Moser_Marlett_2010","verb"
"f4056","cneefc","real-t.pos.3.sg.dist","i t n e: f e x k i m","i t n ee f e j qu i m",,,"Moser_Marlett_2010","verb"
"f4057","cneefc","real-t.pos.3.pl.neut","i t n e: f x o x","i t n ee f j o j",,,"Moser_Marlett_2010","verb"
"f4058","cneefc","real-t.pos.3.pl.mult","i t n e: f ɬ o ɬ k a","i t n ee f l o l c a",,,"Moser_Marlett_2010","verb"
"f4059","cneexöni","real-t.pos.3.sg.neut","i t n e: χw n i","i t n ee xö n i",,,"Moser_Marlett_2010","verb"
"f4060","cneexöni","real-t.pos.3.sg.mult","i t n e: χ o n a","i t n ee x o n a",,,"Moser_Marlett_2010","verb"
"f4061","cneexöni","real-t.pos.3.sg.dist","i t n e: χ o n a","i t n ee x o n a",,,"Moser_Marlett_2010","verb"
"f4062","cneexöni","real-t.pos.3.pl.neut","i t n e: χw ʃ o x","i t n ee xö z o j",,,"Moser_Marlett_2010","verb"
"f4063","cneexöni","real-t.pos.3.pl.mult","i t n e: χw ʃ o x","i t n ee xö z o j",,,"Moser_Marlett_2010","verb"
"f4064","cneezj","real-t.pos.3.sg.neut","i t n e: ʃ x","i t n ee z j",,,"Moser_Marlett_2010","verb"
"f4065","cneezj","real-t.pos.3.sg.mult","i t n e: ʃ i ɬ i m","i t n ee z i l i m",,,"Moser_Marlett_2010","verb"
"f4066","cneezj","real-t.pos.3.sg.dist","i t n e: ʃ i ɬ i m","i t n ee z i l i m",,,"Moser_Marlett_2010","verb"
"f4067","cneezj","real-t.pos.3.pl.neut","i t n e: ʃ ɬ k o x","i t n ee z l c o j",,,"Moser_Marlett_2010","verb"
"f4068","cneezj","real-t.pos.3.pl.mult","i t n e: ʃ i ɬ k o x","i t n ee z i l c o j",,,"Moser_Marlett_2010","verb"
"f4069","cnexe","real-t.pos.3.sg.neut","i t n e χ e","i t n e x e",,,"Moser_Marlett_2010","verb"
"f4070","cnexe","real-t.pos.3.sg.mult","i t n e χ e t i m","i t n e x e t i m",,,"Moser_Marlett_2010","verb"
"f4071","cnexe","real-t.pos.3.sg.dist","i t n e χ e t i m","i t n e x e t i m",,,"Moser_Marlett_2010","verb"
"f4072","cnexe","real-t.pos.3.pl.neut","i t n e χ e t a m","i t n e x e t a m",,,"Moser_Marlett_2010","verb"
"f4073","cnexe","real-t.pos.3.pl.mult","i t n e χ e t a m","i t n e x e t a m",,,"Moser_Marlett_2010","verb"
"f4074","cnifz","real-t.pos.3.sg.neut","i t n i f ʃ","i t n i f z",,,"Moser_Marlett_2010","verb"
"f4075","cnifz","real-t.pos.3.sg.mult","i t n i f a x k i m","i t n i f a j qu i m",,,"Moser_Marlett_2010","verb"
"f4076","cnifz","real-t.pos.3.sg.dist","i t n i f a x k i m","i t n i f a j qu i m",,,"Moser_Marlett_2010","verb"
